basin_id,long,lat,prop_rr,prop_tg,prop_sm,prop_sp,prop_mu,mag_ratio,mag_ttest_p,flood_com,flood_com_p,est_err
0616,-118.87,42.79,0.525,0.075,0.45,0.175,0.475,1.748,0.003,0.145,0.0,-7.035
0617,-118.2,40.69,0.0,0.438,0.406,0.094,0.25,4.678,0.0,0.065,0.0,-60.559
0618,-112.43,37.65,0.0,0.711,0.553,0.184,0.474,2.948,0.0,0.093,0.0,-20.842
0619,-112.04,39.37,0.0,0.45,0.5,0.0,0.125,2.422,0.0,0.017,0.0,-39.834
0620,-94.88,46.64,0.4,0.067,0.6,0.167,0.367,1.256,0.018,0.029,0.0,-12.733
0621,-93.73,45.09,0.154,0.205,0.667,0.205,0.385,1.997,0.0,0.063,0.0,-0.34
0622,-92.65,45.41,0.525,0.15,0.65,0.2,0.5,1.351,0.015,0.082,0.0,-15.65
0623,-94.04,44.11,0.513,0.0,0.538,0.308,0.41,1.739,0.002,0.098,0.0,-36.152
0624,-93.11,44.93,0.25,0.15,0.675,0.0,0.3,1.207,0.135,0.043,0.0,-12.237
0625,-93.71,46.54,0.4,0.0,0.55,0.0,0.2,1.158,0.097,0.044,0.0,-5.545
0626,-91.26,42.74,0.575,0.0,0.425,0.3,0.375,1.545,0.029,0.116,0.0,-14.259
0627,-90.53,41.77,0.385,0.154,0.59,0.0,0.256,2.157,0.0,0.089,0.0,-8.814
0628,-90.18,41.56,0.425,0.0,0.55,0.375,0.4,1.23,0.045,0.076,0.0,22.399
0629,-89.07,42.61,0.3,0.25,0.925,0.0,0.425,1.548,0.0,0.068,0.0,-26.452
0630,-89.62,42.3,0.575,0.0,0.425,0.35,0.375,1.539,0.012,0.076,0.0,-15.385
0631,-89.0,42.19,0.55,0.0,0.675,0.25,0.5,1.386,0.021,0.085,0.0,2.008
0632,-90.16,41.49,0.775,0.0,0.475,0.175,0.475,1.146,0.089,0.074,0.0,-10.517
0633,-91.18,41.18,0.55,0.15,0.55,0.0,0.35,1.819,0.001,0.132,0.0,-37.735
0634,-91.54,41.66,0.45,0.15,0.675,0.075,0.35,2.076,0.0,0.076,0.0,-50.231
0635,-92.91,42.07,0.718,0.0,0.538,0.103,0.385,2.202,0.0,0.17,0.0,4.724
0636,-91.67,41.97,0.5,0.1,0.625,0.075,0.375,2.435,0.0,0.138,0.0,-39.994
0637,-92.33,42.5,0.575,0.0,0.525,0.15,0.3,2.284,0.0,0.154,0.0,-26.559
0638,-92.47,42.65,0.525,0.0,0.525,0.225,0.375,2.153,0.001,0.136,0.0,-37.042
0639,-92.67,43.06,0.529,0.118,0.412,0.294,0.382,1.956,0.001,0.092,0.0,-26.16
0640,-91.29,41.41,0.308,0.179,0.641,0.026,0.308,1.776,0.001,0.09,0.0,-29.712
0641,-92.58,42.71,0.594,0.031,0.438,0.125,0.281,2.273,0.002,0.109,0.0,-36.107
0642,-91.28,40.75,0.7,0.0,0.7,0.025,0.5,1.713,0.0,0.181,0.0,-4.458
0643,-92.66,41.36,0.769,0.0,0.59,0.128,0.538,1.585,0.002,0.087,0.0,-24.74
0644,-91.96,40.73,0.718,0.103,0.615,0.026,0.462,1.679,0.001,0.155,0.0,-18.738
0645,-94.0,42.25,0.725,0.0,0.525,0.075,0.4,1.579,0.002,0.137,0.0,-11.728
0646,-94.2,42.51,0.667,0.0,0.538,0.026,0.282,1.781,0.0,0.153,0.0,-0.679
0647,-94.19,42.72,0.641,0.154,0.538,0.128,0.41,1.879,0.0,0.113,0.0,-14.907
0648,-93.95,41.53,0.775,0.025,0.525,0.025,0.425,1.903,0.001,0.146,0.0,-26.165
0649,-94.38,41.99,0.692,0.026,0.615,0.077,0.487,2.224,0.0,0.161,0.0,-4.746
0650,-93.8,42.43,0.85,0.0,0.5,0.05,0.45,1.912,0.0,0.17,0.0,-15.882
0651,-91.41,39.61,0.325,0.175,0.7,0.025,0.3,2.523,0.0,0.129,0.0,-59.109
0652,-90.98,39.02,0.875,0.125,0.55,0.05,0.525,1.659,0.016,0.112,0.0,14.591
0653,-88.19,41.35,0.7,0.0,0.65,0.15,0.45,1.401,0.001,0.073,0.0,4.812
0654,-87.67,41.16,0.6,0.0,0.75,0.075,0.45,1.142,0.058,0.077,0.0,-3.018
0655,-87.34,41.18,0.575,0.0,0.7,0.0,0.3,1.074,0.143,0.046,0.0,-17.341
0656,-86.97,41.22,0.6,0.05,0.8,0.0,0.45,1.151,0.022,0.04,0.0,-2.691
0657,-87.82,41.01,0.8,0.025,0.625,0.25,0.625,1.497,0.0,0.096,0.0,-8.933
0658,-88.79,41.38,0.7,0.0,0.65,0.2,0.525,1.07,0.352,0.065,0.0,-26.617
0659,-88.93,41.21,0.775,0.0,0.625,0.15,0.6,1.42,0.01,0.119,0.0,-10.286
0660,-90.28,40.71,0.725,0.0,0.55,0.25,0.55,1.447,0.042,0.071,0.0,-22.494
0661,-90.34,40.49,0.775,0.0,0.675,0.25,0.625,1.676,0.005,0.072,0.0,-22.281
0662,-89.74,40.13,0.692,0.0,0.641,0.128,0.487,1.407,0.018,0.098,0.0,-25.452
0663,-90.63,40.02,0.744,0.0,0.641,0.103,0.564,2.053,0.0,0.134,0.0,-22.005
0664,-90.65,39.7,0.3,0.225,0.85,0.025,0.425,1.187,0.062,0.053,0.0,-6.097
0665,-89.36,41.11,0.692,0.0,0.769,0.154,0.538,1.15,0.171,0.096,0.0,-11.623
0666,-89.99,40.12,0.725,0.0,0.65,0.05,0.5,2.079,0.0,0.095,0.0,-9.532
0667,-91.29,44.06,0.55,0.15,0.5,0.4,0.575,1.658,0.007,0.111,0.0,-24.46
0668,-90.62,44.56,0.538,0.308,0.359,0.487,0.615,1.493,0.027,0.056,0.0,-9.676
0669,-91.97,44.63,0.575,0.25,0.525,0.325,0.55,1.51,0.0,0.125,0.0,-12.709
0670,-91.41,44.93,0.73,0.351,0.514,0.378,0.649,1.324,0.018,0.115,0.0,-6.034
0671,-91.26,45.45,0.526,0.184,0.474,0.289,0.421,1.074,0.31,0.084,0.0,-7.154
0672,-91.93,44.88,0.475,0.475,0.375,0.625,0.7,1.423,0.01,0.076,0.0,3.762
0673,-91.21,45.37,0.675,0.25,0.55,0.25,0.525,1.267,0.049,0.121,0.0,-23.345
0674,-90.44,43.2,0.65,0.1,0.725,0.225,0.575,1.338,0.004,0.077,0.0,-6.894
0675,-89.76,43.61,0.675,0.0,0.725,0.3,0.6,1.619,0.0,0.109,0.0,24.661
0676,-89.83,44.39,0.675,0.125,0.65,0.525,0.775,1.505,0.027,0.088,0.0,-11.947
0677,-89.63,44.89,0.525,0.125,0.65,0.475,0.625,1.691,0.0,0.108,0.0,-4.303
0678,-89.55,45.83,0.541,0.0,0.73,0.0,0.378,1.359,0.019,0.139,0.0,-17.081
0679,-93.64,44.69,0.175,0.05,0.6,0.15,0.25,2.239,0.0,0.045,0.0,-13.131
0680,-95.73,44.93,0.385,0.231,0.59,0.282,0.41,3.543,0.0,0.106,0.0,-52.064
0681,-90.63,42.08,0.65,0.025,0.375,0.25,0.325,1.706,0.015,0.092,0.0,-29.026
0682,-87.94,42.34,0.65,0.0,0.7,0.175,0.55,1.495,0.01,0.144,0.0,-6.912
0683,-105.85,46.38,0.605,0.0,0.632,0.158,0.474,1.851,0.007,0.085,0.0,-22.273
0684,-106.77,45.14,0.556,0.25,0.528,0.139,0.5,2.175,0.0,0.081,0.0,-29.595
0685,-107.3,44.85,0.45,0.75,0.625,0.65,0.875,2.832,0.014,0.087,0.0,-10.463
0686,-107.47,46.12,0.485,0.03,0.606,0.061,0.455,1.655,0.006,0.07,0.0,-42.375
0687,-108.18,44.76,0.487,0.359,0.615,0.308,0.564,1.99,0.0,0.145,0.0,8.049
0688,-108.43,44.84,0.343,0.657,0.657,0.629,0.771,2.486,0.0,0.099,0.0,-30.019
0689,-106.36,48.13,0.371,0.2,0.343,0.4,0.4,1.874,0.003,0.047,0.0,-18.518
0690,-109.7,48.56,0.3,0.8,0.175,0.075,0.375,2.121,0.003,0.071,0.0,-42.075
0691,-111.55,47.93,0.7,0.0,0.5,0.267,0.467,3.44,0.003,0.094,0.0,13.959
0692,-111.89,48.43,0.5,0.575,0.4,0.4,0.675,2.41,0.012,0.182,0.0,-26.94
0693,-107.89,46.99,0.735,0.0,0.471,0.294,0.559,1.393,0.188,0.099,0.0,-17.638
0694,-109.84,46.43,0.763,0.132,0.526,0.184,0.526,2.594,0.005,0.231,0.0,-15.075
0695,-111.6,45.9,0.538,0.333,0.641,0.308,0.667,2.118,0.0,0.133,0.0,3.343
0696,-112.33,45.61,0.519,0.296,0.778,0.111,0.704,2.293,0.003,0.078,0.0,4.311
0697,-110.26,48.0,0.694,0.194,0.556,0.056,0.556,1.816,0.001,0.139,0.0,-14.074
0698,-111.42,46.15,0.65,0.55,0.7,0.125,0.7,2.327,0.0,0.099,0.0,1.004
0699,-108.47,45.8,0.45,0.95,0.375,0.4,0.725,1.46,0.002,0.1,0.0,-9.393
0700,-110.57,45.6,0.225,0.9,0.5,0.175,0.55,1.488,0.0,0.08,0.0,1.977
0701,-110.79,45.11,0.0,0.9,0.425,0.275,0.5,1.446,0.0,0.048,0.0,5.011
0702,-109.01,43.24,0.0,0.838,0.432,0.351,0.486,2.06,0.0,0.103,0.0,-8.797
0703,-108.18,43.42,0.292,0.458,0.375,0.083,0.5,2.403,0.0,0.157,0.0,-4.505
0704,-101.93,44.53,0.636,0.0,0.5,0.182,0.455,6.569,0.0,0.164,0.0,-28.401
0705,-102.4,44.08,0.725,0.05,0.475,0.15,0.5,2.474,0.001,0.217,0.0,-6.342
0706,-102.57,44.37,0.632,0.026,0.526,0.211,0.5,6.329,0.0,0.147,0.0,-23.966
0707,-100.38,44.33,0.538,0.128,0.333,0.282,0.385,1.855,0.009,0.108,0.0,-1.126
0708,-99.56,43.75,0.525,0.1,0.35,0.2,0.35,2.073,0.002,0.086,0.0,-22.307
0709,-101.52,43.75,0.75,0.05,0.325,0.1,0.325,1.505,0.014,0.142,0.0,-13.308
0710,-97.64,43.19,0.571,0.0,0.371,0.114,0.229,5.461,0.0,0.078,0.0,-52.792
0711,-98.07,43.97,0.441,0.0,0.5,0.176,0.324,2.658,0.004,0.054,0.0,-39.098
0712,-96.92,42.82,0.515,0.0,0.394,0.182,0.242,3.174,0.0,0.071,0.0,-42.147
0713,-96.56,42.84,0.525,0.0,0.3,0.125,0.175,2.711,0.001,0.091,0.0,-52.678
0714,-96.75,44.18,0.385,0.051,0.462,0.231,0.333,3.591,0.0,0.084,0.0,32.197
0715,-96.31,42.58,0.6,0.175,0.3,0.225,0.275,2.444,0.004,0.095,0.0,-56.323
0716,-95.8,42.47,0.667,0.103,0.538,0.077,0.385,1.412,0.08,0.085,0.0,5.409
0717,-95.97,41.96,0.718,0.026,0.436,0.128,0.333,1.625,0.021,0.115,0.0,-41.815
0718,-95.78,41.64,0.744,0.026,0.385,0.154,0.359,2.635,0.0,0.124,0.0,8.07
0719,-100.97,46.83,0.25,0.222,0.417,0.417,0.389,3.061,0.002,0.078,0.0,-45.352
0720,-96.28,41.29,0.725,0.0,0.375,0.175,0.3,2.086,0.005,0.103,0.0,-60.758
0721,-96.52,41.71,0.615,0.051,0.231,0.179,0.231,1.897,0.0,0.1,0.0,-19.708
0722,-101.58,41.13,0.455,0.121,0.485,0.152,0.303,2.036,0.011,0.079,0.0,-26.684
0723,-103.92,40.32,0.692,0.0,0.5,0.308,0.577,2.629,0.013,0.118,0.0,-34.173
0724,-104.58,40.41,0.808,0.0,0.308,0.269,0.462,1.99,0.008,0.116,0.0,-20.637
0725,-104.87,39.92,0.889,0.0,0.222,0.148,0.222,1.327,0.042,0.099,0.0,-10.271
0726,-105.27,39.21,0.708,0.75,0.333,0.0,0.625,1.747,0.038,0.161,0.0,-28.646
0727,-105.22,40.66,0.259,0.926,0.519,0.741,0.852,2.334,0.017,0.105,0.0,-25.712
0728,-107.06,41.87,0.231,0.538,0.744,0.615,0.769,3.236,0.0,0.139,0.0,5.06
0729,-105.16,42.65,0.432,0.784,0.297,0.108,0.568,1.462,0.019,0.091,0.0,14.883
0730,-106.34,40.64,0.325,0.35,0.725,0.25,0.625,1.78,0.012,0.139,0.0,-19.935
0731,-106.51,42.01,0.45,0.275,0.55,0.475,0.6,2.261,0.001,0.176,0.0,-8.499
0732,-95.63,40.63,0.675,0.075,0.45,0.125,0.4,1.946,0.0,0.118,0.0,-18.456
0733,-95.58,40.87,0.737,0.026,0.447,0.132,0.421,2.234,0.0,0.101,0.0,-3.309
0734,-95.81,40.39,0.925,0.0,0.325,0.0,0.325,2.55,0.001,0.141,0.0,-55.264
0735,-95.6,40.04,0.9,0.025,0.475,0.0,0.475,2.235,0.0,0.184,0.0,2.483
0736,-94.7,39.69,0.875,0.0,0.575,0.05,0.5,1.359,0.034,0.186,0.0,-26.385
0737,-96.57,39.24,0.375,0.325,0.4,0.0,0.4,1.841,0.001,0.086,0.0,-37.829
0738,-96.86,39.78,0.875,0.0,0.3,0.025,0.3,1.428,0.05,0.127,0.0,-16.422
0739,-98.07,40.33,0.775,0.1,0.175,0.05,0.2,2.33,0.001,0.122,0.0,-4.084
0740,-97.12,38.91,0.703,0.0,0.432,0.0,0.324,1.729,0.003,0.146,0.0,-36.258
0741,-97.87,39.0,0.838,0.0,0.378,0.0,0.297,2.029,0.001,0.09,0.0,-11.917
0742,-97.48,38.97,0.718,0.0,0.385,0.051,0.308,2.397,0.0,0.14,0.0,-29.467
0743,-93.94,39.93,0.872,0.0,0.385,0.077,0.333,1.405,0.024,0.152,0.0,-20.713
0744,-93.27,39.64,0.9,0.0,0.475,0.05,0.45,1.237,0.075,0.103,0.0,-9.156
0745,-93.64,40.08,0.85,0.0,0.625,0.1,0.6,1.938,0.004,0.097,0.0,-19.977
0746,-93.2,38.99,0.9,0.0,0.55,0.025,0.475,1.338,0.034,0.168,0.0,-27.65
0747,-95.27,38.62,0.821,0.0,0.538,0.0,0.487,1.757,0.004,0.1,0.0,-40.249
0748,-94.67,38.22,0.95,0.0,0.525,0.05,0.525,1.904,0.005,0.128,0.0,-54.375
0749,-91.98,37.93,0.821,0.0,0.718,0.077,0.641,0.901,0.655,0.119,0.0,-41.859
0750,-91.82,38.39,0.758,0.0,0.727,0.0,0.576,1.45,0.095,0.142,0.0,-44.946
0751,-92.61,38.19,0.667,0.103,0.692,0.0,0.462,1.563,0.0,0.153,0.0,-15.452
0752,-94.15,38.06,0.897,0.0,0.69,0.0,0.621,2.281,0.002,0.085,0.0,-38.929
0753,-96.45,40.97,0.925,0.025,0.35,0.025,0.35,1.941,0.005,0.114,0.0,-13.356
0754,-99.38,41.78,0.5,0.075,0.175,0.15,0.175,1.941,0.0,0.126,0.0,-35.725
0755,-100.11,41.83,0.583,0.056,0.028,0.0,0.056,1.21,0.02,0.131,0.0,-6.242
0756,-88.26,35.22,1.0,0.0,0.68,0.28,0.8,1.1,0.338,0.049,0.0,-0.597
0757,-85.28,35.09,0.786,0.25,0.464,0.107,0.536,1.402,0.048,0.12,0.0,-2.503
0758,-86.66,36.3,1.0,0.0,0.667,0.074,0.741,1.255,0.009,0.141,0.0,-5.768
0759,-84.16,36.74,0.846,0.026,0.718,0.179,0.692,1.176,0.06,0.109,0.0,11.419
0760,-83.36,36.85,0.711,0.158,0.474,0.211,0.553,1.35,0.067,0.134,0.0,1.966
0761,-84.53,36.63,0.962,0.231,0.577,0.077,0.769,0.918,0.64,0.081,0.0,-2.321
0762,-88.58,38.36,0.85,0.0,0.75,0.075,0.7,1.482,0.073,0.172,0.0,-25.133
0763,-87.74,35.93,0.8,0.029,0.714,0.0,0.686,1.812,0.002,0.15,0.0,-24.541
0764,-88.3,38.63,0.875,0.025,0.725,0.075,0.675,1.663,0.003,0.089,0.0,-4.629
0765,-88.16,38.06,0.525,0.05,0.85,0.0,0.5,1.719,0.001,0.055,0.0,-31.183
0766,-87.98,38.39,0.975,0.0,0.625,0.075,0.625,1.317,0.011,0.124,0.0,-3.878
0767,-87.75,38.4,0.35,0.025,0.925,0.0,0.375,1.261,0.015,0.065,0.0,6.228
0768,-86.9,40.42,0.825,0.075,0.55,0.225,0.575,1.28,0.016,0.153,0.0,12.496
0769,-86.26,40.78,0.775,0.025,0.475,0.25,0.425,1.474,0.0,0.111,0.0,-3.719
0770,-86.56,41.16,0.675,0.0,0.65,0.15,0.475,1.668,0.0,0.105,0.0,4.521
0771,-88.02,38.94,0.825,0.075,0.825,0.1,0.75,1.368,0.076,0.113,0.0,-21.747
0772,-87.77,38.08,0.875,0.0,0.575,0.1,0.6,1.351,0.028,0.082,0.0,-5.078
0773,-84.0,35.08,1.0,0.042,0.708,0.333,0.833,1.334,0.152,0.024,0.0,-19.008
0774,-86.02,40.05,0.725,0.075,0.6,0.3,0.6,1.434,0.004,0.095,0.0,-6.892
0775,-87.01,38.93,0.875,0.0,0.875,0.05,0.85,1.539,0.046,0.059,0.0,-38.98
0776,-87.29,38.51,0.5,0.075,0.875,0.0,0.525,1.459,0.0,0.089,0.0,6.745
0777,-85.93,39.2,0.9,0.05,0.65,0.15,0.675,1.564,0.003,0.052,0.0,-11.185
0778,-85.9,38.98,0.85,0.025,0.65,0.1,0.65,1.3,0.028,0.037,0.0,-24.901
0779,-86.79,38.67,0.85,0.0,0.8,0.0,0.7,1.668,0.0,0.075,0.0,4.815
0780,-86.78,39.53,0.75,0.0,0.65,0.175,0.65,1.396,0.005,0.088,0.0,-5.759
0781,-86.0,39.36,0.925,0.025,0.725,0.175,0.75,1.485,0.025,0.048,0.0,-36.676
0782,-85.99,39.34,0.81,0.095,0.619,0.19,0.571,1.559,0.016,0.052,0.0,-23.46
0783,-85.89,37.27,0.806,0.25,0.583,0.0,0.583,1.129,0.23,0.12,0.0,-35.351
0784,-86.23,38.24,0.925,0.05,0.725,0.125,0.75,1.244,0.084,0.128,0.0,-1.831
0785,-84.57,39.39,0.875,0.0,0.575,0.3,0.625,1.419,0.0,0.087,0.0,4.619
0786,-84.28,39.87,0.825,0.075,0.625,0.25,0.675,1.154,0.009,0.088,0.0,-15.431
0787,-84.81,38.27,0.811,0.189,0.486,0.081,0.595,1.048,0.4,0.118,0.0,-9.671
0788,-85.7,37.77,0.842,0.263,0.526,0.079,0.605,1.228,0.133,0.108,0.0,-29.056
0789,-84.31,38.71,0.733,0.0,0.4,0.133,0.4,1.307,0.041,0.065,0.0,-29.168
0790,-84.27,38.6,0.735,0.029,0.559,0.088,0.5,1.37,0.004,0.084,0.0,-1.305
0791,-83.42,38.8,0.825,0.275,0.45,0.25,0.625,1.055,0.407,0.066,0.0,-49.82
0792,-82.86,39.21,0.8,0.025,0.7,0.3,0.725,1.09,0.223,0.071,0.0,-23.854
0793,-81.71,38.18,0.8,0.1,0.475,0.275,0.55,1.309,0.043,0.057,0.0,-8.904
0794,-81.21,38.14,0.85,0.0,0.65,0.275,0.675,1.177,0.006,0.059,0.0,-4.455
0795,-80.81,37.64,0.95,0.15,0.5,0.35,0.65,1.068,0.315,0.028,0.0,-34.752
0796,-80.64,37.72,0.9,0.2,0.5,0.3,0.65,0.967,0.596,0.039,0.0,-26.146
0797,-80.13,38.19,0.8,0.075,0.525,0.3,0.6,1.094,0.34,0.031,0.0,-32.265
0798,-81.01,37.54,0.775,0.05,0.6,0.275,0.625,1.479,0.01,0.074,0.0,-6.777
0799,-80.75,36.94,0.875,0.0,0.55,0.175,0.525,1.813,0.0,0.062,0.0,-19.488
0800,-80.98,36.65,0.9,0.0,0.6,0.2,0.55,1.284,0.064,0.043,0.0,-32.242
0801,-82.09,39.33,0.725,0.05,0.75,0.125,0.675,1.327,0.005,0.108,0.0,10.148
0802,-81.0,39.48,0.741,0.444,0.556,0.185,0.667,1.021,0.445,0.03,0.0,-13.273
0803,-85.67,38.8,0.9,0.025,0.65,0.075,0.675,1.15,0.205,0.063,0.0,-22.468
0804,-80.54,40.68,0.675,0.025,0.55,0.25,0.525,1.18,0.13,0.084,0.0,-30.417
0805,-80.04,39.15,0.85,0.05,0.425,0.275,0.55,1.097,0.225,0.049,0.0,-27.836
0806,-79.94,39.03,0.825,0.05,0.425,0.3,0.5,1.16,0.129,0.065,0.0,-38.19
0807,-79.62,39.07,0.816,0.342,0.342,0.447,0.605,0.924,0.664,0.016,0.0,-43.052
0808,-79.68,39.12,0.925,0.2,0.25,0.4,0.55,1.093,0.322,0.002,0.96,-42.88
0809,-79.42,39.42,0.625,0.25,0.475,0.375,0.525,1.049,0.4,0.05,0.0,6.865
0810,-79.23,39.86,0.55,0.3,0.425,0.45,0.55,1.061,0.374,0.066,0.0,-30.364
0811,-78.72,42.16,0.425,0.125,0.55,0.5,0.575,1.341,0.004,0.065,0.0,-5.706
0812,-78.39,41.96,0.575,0.075,0.5,0.55,0.575,1.606,0.001,0.066,0.0,-3.094
0813,-79.72,40.62,0.65,0.0,0.8,0.425,0.675,1.403,0.001,0.049,0.0,-5.527
0814,-79.96,41.44,0.5,0.275,0.7,0.55,0.675,1.17,0.036,0.061,0.0,-8.379
0815,-79.39,40.99,0.675,0.175,0.45,0.2,0.425,1.141,0.198,0.051,0.0,-35.82
0816,-83.62,35.13,0.862,0.0,0.552,0.345,0.586,1.204,0.186,0.055,0.0,-29.634
0817,-83.35,35.46,0.679,0.071,0.357,0.393,0.5,1.403,0.035,0.055,0.0,-7.235
0818,-83.4,36.43,0.725,0.025,0.6,0.175,0.6,1.337,0.052,0.132,0.0,-9.076
0819,-84.56,35.98,0.925,0.225,0.425,0.1,0.55,1.378,0.037,0.138,0.0,-32.116
0820,-82.58,35.61,0.925,0.0,0.6,0.225,0.625,1.342,0.05,0.085,0.0,-21.197
0821,-82.62,35.3,0.875,0.0,0.525,0.175,0.5,1.098,0.27,0.074,0.0,-28.958
0822,-82.46,36.18,0.825,0.125,0.525,0.175,0.55,1.522,0.02,0.076,0.0,-19.167
0823,-81.85,39.65,0.613,0.129,0.774,0.194,0.677,1.216,0.014,0.109,0.0,-9.483
0824,-85.16,39.58,0.8,0.05,0.475,0.3,0.55,1.22,0.066,0.048,0.0,-15.164
0825,-94.92,35.92,0.85,0.025,0.55,0.0,0.45,1.376,0.139,0.094,0.0,-47.937
0826,-94.57,37.25,0.8,0.0,0.6,0.025,0.45,1.826,0.008,0.123,0.0,-43.217
0827,-95.43,37.89,0.8,0.0,0.55,0.0,0.45,1.586,0.004,0.14,0.0,-8.055
0828,-95.11,37.34,0.9,0.0,0.5,0.0,0.5,1.333,0.116,0.13,0.0,-51.417
0829,-94.96,36.93,0.825,0.0,0.625,0.0,0.55,1.38,0.031,0.124,0.0,-22.958
0830,-95.18,36.23,0.9,0.0,0.6,0.025,0.55,1.943,0.001,0.14,0.0,-17.783
0831,-95.7,36.31,0.55,0.2,0.725,0.0,0.4,1.577,0.005,0.096,0.0,-39.692
0832,-95.95,36.28,0.875,0.0,0.5,0.0,0.475,1.692,0.003,0.12,0.0,-24.294
0833,-96.91,35.99,0.818,0.061,0.242,0.0,0.273,2.537,0.001,0.148,0.0,-24.696
0834,-98.88,36.52,0.795,0.256,0.333,0.0,0.487,3.165,0.0,0.06,0.0,-24.138
0835,-96.99,37.22,0.825,0.0,0.6,0.0,0.55,1.739,0.029,0.172,0.0,-27.502
0836,-97.28,36.81,0.897,0.051,0.462,0.0,0.462,1.241,0.126,0.107,0.0,4.443
0837,-94.65,35.17,0.9,0.0,0.633,0.0,0.567,1.647,0.02,0.127,0.0,-29.598
0838,-95.16,34.91,0.875,0.025,0.525,0.0,0.475,1.329,0.044,0.104,0.0,-27.335
0839,-94.41,35.16,0.925,0.1,0.4,0.0,0.475,1.294,0.072,0.081,0.0,-22.47
0840,-96.07,35.67,0.85,0.075,0.525,0.0,0.475,2.104,0.0,0.128,0.0,-12.89
0841,-104.72,38.27,0.115,0.731,0.346,0.654,0.692,1.491,0.007,0.05,0.0,13.77
0842,-97.39,37.83,0.85,0.0,0.5,0.0,0.45,1.289,0.142,0.066,0.0,-31.548
0843,-91.45,34.79,0.406,0.094,0.875,0.031,0.469,1.101,0.295,0.034,0.0,-22.799
0844,-91.29,35.61,0.769,0.026,0.821,0.0,0.615,1.591,0.041,0.096,0.0,-39.705
0845,-91.64,35.76,0.88,0.0,0.68,0.04,0.64,1.083,0.376,0.117,0.0,-27.334
0846,-93.3,36.6,0.4,0.08,0.6,0.0,0.28,1.437,0.028,0.072,0.0,-48.017
0847,-94.08,36.07,0.889,0.056,0.611,0.0,0.556,1.138,0.327,0.135,0.0,14.714
0848,-90.85,36.62,0.7,0.025,0.525,0.0,0.325,2.115,0.002,0.115,0.0,-52.649
0849,-91.01,36.99,0.725,0.05,0.6,0.05,0.525,2.201,0.007,0.09,0.0,-53.022
0850,-91.17,36.21,0.71,0.0,0.581,0.0,0.355,0.951,0.564,0.078,0.0,-46.744
0851,-91.11,36.35,0.697,0.0,0.576,0.0,0.273,1.739,0.06,0.067,0.0,-44.522
0852,-91.2,36.65,0.65,0.025,0.475,0.0,0.25,2.437,0.017,0.096,0.0,-47.741
0853,-92.75,35.98,0.875,0.0,0.575,0.175,0.6,1.026,0.462,0.098,0.0,-41.429
0854,-93.46,36.81,0.825,0.0,0.675,0.0,0.575,1.871,0.015,0.098,0.0,-10.688
0855,-93.62,36.43,0.893,0.036,0.607,0.0,0.571,1.043,0.426,0.076,0.0,-7.317
0856,-91.29,35.76,0.545,0.0,0.682,0.0,0.318,1.643,0.097,0.103,0.0,-46.173
0857,-91.1,36.1,0.725,0.0,0.675,0.0,0.525,1.656,0.012,0.097,0.0,-32.317
0858,-90.54,36.4,0.703,0.0,0.649,0.162,0.514,1.61,0.0,0.124,0.0,-36.058
0859,-90.39,36.76,0.8,0.0,0.625,0.15,0.575,1.441,0.055,0.093,0.0,-1.23
0860,-90.79,37.34,0.75,0.175,0.425,0.025,0.475,1.376,0.116,0.149,0.0,-31.324
0861,-91.36,37.16,0.8,0.125,0.575,0.075,0.55,2.232,0.004,0.074,0.0,-42.893
0862,-94.39,33.92,0.925,0.025,0.7,0.1,0.675,1.208,0.09,0.052,0.0,-32.1
0863,-94.5,32.75,0.094,0.094,0.812,0.0,0.125,1.07,0.274,0.014,0.0,-5.864
0864,-95.75,34.03,0.842,0.0,0.711,0.0,0.632,1.873,0.004,0.106,0.0,-36.88
0865,-95.91,34.27,0.875,0.0,0.6,0.0,0.525,1.418,0.027,0.099,0.0,-27.851
0866,-98.3,34.05,0.767,0.067,0.4,0.0,0.3,1.948,0.0,0.089,0.0,-34.36
0867,-99.39,33.7,0.913,0.174,0.304,0.0,0.348,0.896,0.682,0.035,0.0,-5.961
0868,-92.82,33.6,0.906,0.0,0.781,0.0,0.688,1.164,0.225,0.09,0.0,-40.859
0869,-92.03,33.7,0.575,0.0,0.825,0.0,0.45,1.846,0.002,0.126,0.0,-34.734
0870,-98.53,34.11,0.846,0.077,0.385,0.0,0.359,1.488,0.089,0.132,0.0,-0.214
0871,-97.16,33.73,0.795,0.128,0.359,0.0,0.41,2.15,0.006,0.126,0.0,-34.755
0872,-99.1,34.63,0.789,0.0,0.368,0.0,0.316,2.72,0.001,0.157,0.0,-51.425
0873,-90.59,38.51,0.75,0.025,0.725,0.0,0.575,1.575,0.02,0.119,0.0,1.547
0874,-88.98,35.28,0.718,0.0,0.949,0.0,0.692,1.881,0.008,0.175,0.0,-8.633
0875,-89.36,38.61,0.25,0.35,0.8,0.075,0.5,1.274,0.003,0.047,0.0,-10.448
0876,-89.09,38.96,0.75,0.2,0.775,0.075,0.675,1.658,0.004,0.077,0.0,-26.541
0877,-90.21,33.65,0.48,0.0,0.76,0.0,0.4,1.119,0.04,0.016,0.0,-7.373
0878,-89.22,36.24,0.939,0.03,0.697,0.0,0.697,1.354,0.085,0.127,0.0,-11.934
